txn_ref,account_number,direction,amount,currency,counterparty_name,counterparty_account,counterparty_country,channel,jurisdiction,occurred_at
TXN0001676,MT5000005794,CREDIT,142678.03,INR,Raghunath Jewellers,CP5956042044,IN,NEFT,IN,2026-06-14T11:29:10Z
TXN0010711,MT5000035481,DEBIT,6300.26,INR,Water Board,CP8446980377,IN,IMPS,IN,2026-06-14T11:33:19Z
TXN0005888,MT5000019165,CREDIT,98431.07,INR,Kestrel Jewellers,CP2504591799,IN,IMPS,IN,2026-06-14T11:43:56Z
TXN0007013,MT5000022854,DEBIT,23515.04,INR,Apollo Pharmacy Store,CP6177899630,IN,NEFT,IN,2026-06-14T11:48:38Z
TXN0006519,MT5000021101,CREDIT,43184.88,INR,Ganeshan Infotech,CP8475652424,IN,NEFT,IN,2026-06-14T11:52:36Z
TXN0007726,MT5000025281,CREDIT,169012.47,INR,Vardhan Textiles,CP2200279778,IN,CHEQUE,IN,2026-06-14T11:53:46Z
TXN0000830,MT5000002744,CREDIT,13383.97,INR,FuelPoint,CP6530469438,IN,CARD,IN,2026-06-14T11:56:58Z
TXN0011115,MT5000036731,DEBIT,10987.77,INR,BookWorld,CP5868810004,IN,ATM,IN,2026-06-14T12:06:20Z
TXN0006738,MT5000022035,CREDIT,7365.94,INR,PhoneNet Telecom,CP5811989988,GB,UPI,GB,2026-06-14T12:06:40Z
TXN0010652,MT5000035337,CREDIT,60934.55,INR,Pillaiyar Logistics,CP8132959280,IN,IMPS,IN,2026-06-14T12:13:46Z
TXN0001983,MT5000006656,DEBIT,123217.23,INR,Sethuram Traders,CP2360027793,IN,RTGS,IN,2026-06-14T12:14:45Z
TXN0001114,MT5000003823,CREDIT,169544.76,INR,Easwar Auto Parts,CP9491796858,US,CHEQUE,US,2026-06-14T12:18:47Z
TXN0006207,MT5000020395,CREDIT,42758.24,INR,Venkatesh Hardware Mart,CP8486541975,IN,CHEQUE,IN,2026-06-14T12:20:02Z
TXN0009087,MT5000029806,CREDIT,100300.51,INR,Thakkar Hardware Mart,CP4371375950,IN,NEFT,IN,2026-06-14T12:22:51Z
TXN0009670,MT5000031832,CREDIT,642.03,INR,Apollo Pharmacy Store,CP9477996014,IN,UPI,IN,2026-06-14T12:31:26Z
TXN0004308,MT5000013862,DEBIT,28671.10,INR,Insure Life Co,CP9316839424,IN,UPI,IN,2026-06-14T12:32:20Z
TXN0011644,MT5000038528,CREDIT,15212.34,INR,Cloud Kitchen Co,CP5737636523,IN,CARD,IN,2026-06-14T12:54:53Z
TXN0008892,MT5000029204,CREDIT,20863.52,INR,BookWorld,CP7900791548,IN,ATM,IN,2026-06-14T12:56:07Z
TXN0005025,MT5000016296,CREDIT,9037.35,INR,Insure Life Co,CP2910451341,IN,IMPS,IN,2026-06-14T12:59:45Z
TXN0008795,MT5000028865,DEBIT,25801.83,INR,PhoneNet Telecom,CP6567252698,IN,IMPS,IN,2026-06-14T13:17:27Z
TXN0008255,MT5000027161,CREDIT,1206.55,USD,Lokesh Logistics,CP1982688104,IN,CHEQUE,IN,2026-06-14T13:22:21Z
TXN0000624,MT5000002138,CREDIT,1865.61,USD,Iyengar Pharma Distributors,CP7878621894,IN,RTGS,IN,2026-06-14T13:23:37Z
TXN0010609,MT5000035265,DEBIT,3385.83,INR,Metro Rail Card,CP3183635190,SG,NEFT,SG,2026-06-14T13:28:13Z
TXN0008187,MT5000026954,DEBIT,26765.25,INR,Metro Rail Card,CP6000936483,IN,UPI,IN,2026-06-14T13:29:37Z
TXN0000813,MT5000002680,DEBIT,21909.01,INR,Cinema Plex,CP8648329645,IN,NEFT,IN,2026-06-14T13:34:47Z
TXN0005370,MT5000017420,DEBIT,25661.52,INR,Metro Rail Card,CP7649520385,IN,IMPS,IN,2026-06-14T13:36:10Z
TXN0003480,MT5000011178,DEBIT,30868.92,INR,Grocery Mart,CP7877176650,GB,NEFT,GB,2026-06-14T13:41:42Z
TXN0009018,MT5000029667,CREDIT,114937.71,INR,Rathore Hardware Mart,CP4867833196,SG,CHEQUE,SG,2026-06-14T14:00:49Z
TXN0003911,MT5000012554,DEBIT,14405.01,INR,PhoneNet Telecom,CP4368796538,IN,ATM,IN,2026-06-14T14:01:55Z
TXN0011082,MT5000036658,DEBIT,41799.14,INR,PhoneNet Telecom,CP9806508782,IN,CARD,IN,2026-06-14T14:14:04Z
TXN0002610,MT5000008385,DEBIT,31275.74,INR,Hospital Billing,CP5123107313,IN,NEFT,IN,2026-06-14T14:17:47Z
TXN0007059,MT5000023024,CREDIT,28829.07,INR,Yeshwant Textiles,CP8889379243,IN,NEFT,IN,2026-06-14T14:18:00Z
TXN0006806,MT5000022273,CREDIT,29237.54,INR,Swiggle Foods,CP3300222413,IN,UPI,IN,2026-06-14T14:51:05Z
TXN0004073,MT5000013025,DEBIT,11604.27,INR,City Power Board,CP8622161974,IN,UPI,IN,2026-06-14T14:58:35Z
TXN0009389,MT5000030773,DEBIT,2803.95,INR,RentPay Housing,CP9297407765,IN,ATM,IN,2026-06-14T15:05:12Z
TXN0006489,MT5000021099,CREDIT,166346.86,INR,Easwar Auto Parts,CP4785066836,IN,NEFT,IN,2026-06-14T15:05:41Z
TXN0010640,MT5000035328,DEBIT,53264.82,INR,Malhotri Exports,CP3766240768,IN,IMPS,IN,2026-06-14T15:10:32Z
TXN0002769,MT5000008780,DEBIT,33602.56,INR,Hospital Billing,CP2919927593,IN,UPI,IN,2026-06-14T15:17:37Z
TXN0008010,MT5000026279,DEBIT,43569.94,INR,Apollo Pharmacy Store,CP9555997352,IN,IMPS,IN,2026-06-15T02:33:00Z
TXN0004568,MT5000014678,CREDIT,66315.71,INR,Devraj Textiles,CP3964388640,IN,NEFT,IN,2026-06-15T02:33:25Z
TXN0006245,MT5000020419,DEBIT,12543.09,INR,Hospital Billing,CP5362992790,IN,IMPS,IN,2026-06-15T02:35:10Z
TXN0011490,MT5000038056,CREDIT,95208.06,INR,Raghunath Pharma Distributors,CP9115215381,IN,CHEQUE,IN,2026-06-15T02:36:14Z
TXN0001341,MT5000004697,CREDIT,13460.92,INR,Water Board,CP9256853995,IN,ATM,IN,2026-06-15T02:49:32Z
TXN0001417,MT5000004974,DEBIT,38179.02,INR,PhoneNet Telecom,CP1130073823,IN,NEFT,IN,2026-06-15T02:51:14Z
TXN0003722,MT5000011881,DEBIT,32081.99,INR,Cloud Kitchen Co,CP6965025852,IN,UPI,IN,2026-06-15T02:52:43Z
TXN0009596,MT5000031432,DEBIT,36218.67,INR,School Fees Trust,CP6852497210,IN,UPI,IN,2026-06-15T03:09:02Z
TXN0009984,MT5000032862,DEBIT,38486.73,INR,Grocery Mart,CP1929400451,IN,UPI,IN,2026-06-15T03:09:32Z
TXN0010471,MT5000034931,DEBIT,43640.69,INR,BookWorld,CP4213193684,IN,ATM,IN,2026-06-15T03:09:47Z
TXN0004226,MT5000013517,CREDIT,28725.20,INR,Cinema Plex,CP4294143420,IN,ATM,IN,2026-06-15T03:19:13Z
TXN0006503,MT5000021101,DEBIT,131732.44,INR,Devraj Logistics,CP3546896384,IN,NEFT,IN,2026-06-15T03:36:17Z
TXN0008910,MT5000029299,CREDIT,35755.69,INR,Water Board,CP4365821944,GB,CARD,GB,2026-06-15T03:52:13Z
TXN0000466,MT5000001667,DEBIT,38625.02,INR,Lokesh Textiles,CP7864619463,IN,NEFT,IN,2026-06-15T04:04:37Z
TXN0004708,MT5000015136,DEBIT,1196.35,INR,Water Board,CP7003512547,IN,CARD,IN,2026-06-15T04:06:44Z
TXN0002786,MT5000008833,DEBIT,39943.95,INR,School Fees Trust,CP3210355269,IN,CARD,IN,2026-06-15T04:10:40Z
TXN0000425,MT5000001592,DEBIT,89582.09,INR,Easwar Traders,CP2576700211,IN,CHEQUE,IN,2026-06-15T04:25:31Z
TXN0009450,MT5000030988,DEBIT,42253.60,INR,FuelPoint,CP1755820441,US,NEFT,US,2026-06-15T04:34:59Z
TXN0003588,MT5000011358,DEBIT,23688.82,INR,BookWorld,CP3377159314,AE,ATM,AE,2026-06-15T04:46:53Z
TXN0004705,MT5000015136,CREDIT,37879.50,INR,RentPay Housing,CP1444956892,IN,CARD,IN,2026-06-15T04:49:28Z
TXN0010689,MT5000035394,CREDIT,1165.56,USD,Harikumar Pharma Distributors,CP2140142817,IN,NEFT,IN,2026-06-15T05:09:17Z
TXN0006026,MT5000019755,DEBIT,11953.34,INR,FuelPoint,CP6244280676,IN,IMPS,IN,2026-06-15T05:22:36Z
TXN0010326,MT5000034243,DEBIT,40832.70,INR,Cloud Kitchen Co,CP5995107512,IN,CARD,IN,2026-06-15T05:45:05Z
TXN0006824,MT5000022329,DEBIT,18408.75,INR,Hospital Billing,CP6322747344,IN,UPI,IN,2026-06-15T05:46:52Z
TXN0004582,MT5000014764,CREDIT,51495.75,INR,Iyengar Logistics,CP2652625775,IN,IMPS,IN,2026-06-15T05:51:38Z
TXN0004214,MT5000013449,DEBIT,11746.24,INR,City Power Board,CP1503323383,IN,CARD,IN,2026-06-15T06:03:40Z
TXN0009095,MT5000029823,CREDIT,33312.65,INR,Cloud Kitchen Co,CP9629134468,GB,UPI,GB,2026-06-15T06:10:58Z
TXN0000010,MT5000000014,DEBIT,19149.22,INR,BookWorld,CP4789389791,IN,UPI,IN,2026-06-15T06:13:42Z
TXN0009395,MT5000030773,DEBIT,498.89,INR,City Power Board,CP8252587388,IN,CARD,IN,2026-06-15T06:24:49Z
TXN0010559,MT5000035100,DEBIT,16791.52,INR,PhoneNet Telecom,CP1825484136,IN,CARD,IN,2026-06-15T06:32:57Z
TXN0004868,MT5000015744,DEBIT,21215.94,INR,Cinema Plex,CP2295012687,IN,IMPS,IN,2026-06-15T06:39:11Z
TXN0001288,MT5000004421,DEBIT,4398.79,INR,BookWorld,CP8030578839,IN,ATM,IN,2026-06-15T06:42:01Z
TXN0011685,MT5000038712,DEBIT,35013.71,INR,FuelPoint,CP9756908254,IN,CARD,IN,2026-06-15T06:45:33Z
TXN0009957,MT5000032739,DEBIT,13066.64,INR,BookWorld,CP7763137180,IN,UPI,IN,2026-06-15T06:48:29Z
TXN0002882,MT5000009142,DEBIT,44648.68,INR,BookWorld,CP2382677827,IN,CARD,IN,2026-06-15T06:48:47Z
TXN0002873,MT5000009142,DEBIT,8722.28,INR,Swiggle Foods,CP5366514022,IN,UPI,IN,2026-06-15T06:53:58Z
TXN0007132,MT5000023098,CREDIT,20536.90,INR,Oberai Exports,CP8873342128,IN,IMPS,IN,2026-06-15T07:03:28Z
TXN0010893,MT5000035967,DEBIT,396.72,USD,City Power Board,CP9810095031,IN,UPI,IN,2026-06-15T07:16:44Z
TXN0004916,MT5000015913,DEBIT,42475.13,INR,Swiggle Foods,CP2471669121,IN,NEFT,IN,2026-06-15T07:26:46Z
TXN0009419,MT5000030896,DEBIT,32521.36,INR,FuelPoint,CP4278918981,IN,UPI,IN,2026-06-15T07:29:24Z
TXN0012186,MT5000040363,DEBIT,16028.99,INR,RentPay Housing,CP6877078214,IN,NEFT,IN,2026-06-15T07:37:00Z
TXN0012312,MT5000040798,DEBIT,27199.02,INR,Grocery Mart,CP8272352703,IN,IMPS,IN,2026-06-15T07:44:36Z
TXN0004736,MT5000015213,DEBIT,33170.91,INR,City Power Board,CP8230132105,IN,UPI,IN,2026-06-15T07:47:36Z
TXN0004858,MT5000015693,DEBIT,19346.46,INR,Cinema Plex,CP4624239833,IN,UPI,IN,2026-06-15T08:22:29Z
TXN0004687,MT5000015079,DEBIT,17591.01,INR,Hospital Billing,CP8171302183,IN,IMPS,IN,2026-06-15T08:31:05Z
TXN0012026,MT5000039825,DEBIT,6142.48,INR,Swiggle Foods,CP8115637007,IN,UPI,IN,2026-06-15T08:41:09Z
TXN0008005,MT5000026279,DEBIT,43374.53,INR,FuelPoint,CP5485961049,IN,IMPS,IN,2026-06-15T08:42:01Z
TXN0010066,MT5000033233,CREDIT,35928.27,INR,Cinema Plex,CP6318325832,IN,IMPS,IN,2026-06-15T09:02:02Z
TXN0001014,MT5000003543,DEBIT,44016.15,INR,Water Board,CP7759644247,IN,CARD,IN,2026-06-15T09:11:05Z
TXN0001962,MT5000006586,CREDIT,167199.47,INR,Lokesh Pharma Distributors,CP5545850584,IN,CHEQUE,IN,2026-06-15T09:15:27Z
TXN0004617,MT5000014821,DEBIT,3624.86,INR,Grocery Mart,CP9726691666,US,CARD,US,2026-06-15T09:39:20Z
TXN0010717,MT5000035481,DEBIT,6573.89,INR,FuelPoint,CP2874872147,IN,NEFT,IN,2026-06-15T09:59:20Z
TXN0011153,MT5000036893,DEBIT,27058.68,INR,Metro Rail Card,CP4690410394,IN,CARD,IN,2026-06-15T10:04:30Z
TXN0006915,MT5000022612,DEBIT,11737.35,INR,Insure Life Co,CP4940297530,IN,IMPS,IN,2026-06-15T10:16:07Z
TXN0012528,MT5000025281,DEBIT,100000.00,INR,Navya Kestrel,CP3835297294,IN,RTGS,IN,2026-06-15T10:47:17Z
TXN0010505,MT5000034960,DEBIT,29164.09,INR,Grocery Mart,CP3131117262,AE,IMPS,AE,2026-06-15T10:53:01Z
TXN0008859,MT5000029086,DEBIT,20295.89,INR,Hospital Billing,CP7462669554,GB,IMPS,GB,2026-06-15T11:15:19Z
TXN0005668,MT5000018582,DEBIT,39220.88,INR,FuelPoint,CP6756998051,IN,CARD,IN,2026-06-15T11:17:05Z
TXN0010794,MT5000035713,DEBIT,37251.46,INR,Cinema Plex,CP1368206939,IN,UPI,IN,2026-06-15T11:19:12Z
TXN0011174,MT5000036925,CREDIT,29261.72,INR,BookWorld,CP8385046475,IN,UPI,IN,2026-06-15T11:32:29Z
TXN0004867,MT5000015744,CREDIT,11561.79,INR,Apollo Pharmacy Store,CP5962114799,IN,CARD,IN,2026-06-15T11:36:54Z
TXN0006432,MT5000021000,DEBIT,125020.29,INR,Devraj Auto Parts,CP5894787593,IN,CHEQUE,IN,2026-06-15T11:52:25Z
TXN0001284,MT5000004421,DEBIT,33909.83,INR,Water Board,CP7244466778,IN,ATM,IN,2026-06-15T11:55:29Z
TXN0006190,MT5000020353,CREDIT,51634.46,INR,Vardhan Jewellers,CP8621012849,IN,IMPS,IN,2026-06-15T12:15:07Z
TXN0006976,MT5000022812,DEBIT,25273.83,INR,RentPay Housing,CP3497540589,IN,UPI,IN,2026-06-15T12:30:16Z
TXN0008148,MT5000026893,CREDIT,22143.53,INR,Swiggle Foods,CP7322531325,IN,ATM,IN,2026-06-15T13:03:03Z
TXN0004550,MT5000014602,DEBIT,16829.18,INR,Grocery Mart,CP3147235330,IN,NEFT,IN,2026-06-15T13:41:18Z
TXN0002701,MT5000008510,DEBIT,34591.03,INR,FuelPoint,CP2786752528,IN,NEFT,IN,2026-06-15T13:41:57Z
TXN0006069,MT5000019942,DEBIT,20296.86,INR,Cloud Kitchen Co,CP7999946683,IN,NEFT,IN,2026-06-15T13:43:47Z
TXN0010688,MT5000035394,DEBIT,485.07,USD,Kulkarn Agro Foods,CP4247340928,IN,RTGS,IN,2026-06-15T13:44:49Z
TXN0003137,MT5000010032,DEBIT,20686.27,INR,FuelPoint,CP5013062529,IN,NEFT,IN,2026-06-15T13:56:08Z
TXN0000100,MT5000000294,DEBIT,35287.45,INR,Cinema Plex,CP1638773733,IN,UPI,IN,2026-06-15T14:02:39Z
TXN0002849,MT5000009026,DEBIT,14807.21,INR,Hospital Billing,CP4931077691,IN,NEFT,IN,2026-06-15T14:02:49Z
TXN0008025,MT5000026371,DEBIT,31911.25,INR,School Fees Trust,CP7689797156,IN,CARD,IN,2026-06-15T14:07:52Z
TXN0003929,MT5000012572,DEBIT,12740.29,INR,Water Board,CP1529574638,IN,ATM,IN,2026-06-15T14:21:14Z
TXN0005830,MT5000019030,CREDIT,32452.47,INR,FuelPoint,CP6597022488,IN,IMPS,IN,2026-06-15T14:24:38Z
TXN0010780,MT5000035713,CREDIT,543.23,INR,PhoneNet Telecom,CP9034793289,SG,CARD,SG,2026-06-15T14:34:52Z
TXN0003091,MT5000009902,DEBIT,18490.07,INR,Water Board,CP7601824802,IN,ATM,IN,2026-06-15T14:59:00Z
TXN0007342,MT5000023896,DEBIT,20269.08,INR,Cloud Kitchen Co,CP4178026901,IN,ATM,IN,2026-06-15T15:05:46Z
TXN0001163,MT5000003949,CREDIT,36548.87,INR,PhoneNet Telecom,CP5447531734,IN,UPI,IN,2026-06-15T15:16:49Z
TXN0006223,MT5000020395,DEBIT,105567.01,INR,Wadekar Pharma Distributors,CP1410533126,US,CHEQUE,US,2026-06-15T15:26:23Z
TXN0011500,MT5000038122,DEBIT,28908.09,INR,Water Board,CP4864593042,SG,NEFT,SG,2026-06-16T02:39:59Z
TXN0011851,MT5000039297,DEBIT,24624.98,INR,School Fees Trust,CP1631910599,IN,NEFT,IN,2026-06-16T02:42:08Z
TXN0002193,MT5000007222,DEBIT,116150.35,INR,Harikumar Infotech,CP3246412560,IN,CHEQUE,IN,2026-06-16T02:46:29Z
TXN0006645,MT5000021627,DEBIT,108701.01,INR,Castellan Traders,CP9091287717,IN,NEFT,IN,2026-06-16T02:49:43Z
TXN0003197,MT5000010263,DEBIT,160143.22,INR,Mirchandan Auto Parts,CP2357863613,IN,RTGS,IN,2026-06-16T02:51:01Z
TXN0004615,MT5000014821,DEBIT,27850.26,INR,City Power Board,CP8975785971,AE,IMPS,AE,2026-06-16T02:55:06Z
TXN0009036,MT5000029667,CREDIT,115038.06,INR,Kestrel Jewellers,CP1607670781,AE,RTGS,AE,2026-06-16T02:57:57Z
TXN0006192,MT5000020353,DEBIT,110860.23,INR,Kestrel Hardware Mart,CP6583309933,IN,IMPS,IN,2026-06-16T03:16:52Z
TXN0000786,MT5000002651,DEBIT,6947.83,INR,Grocery Mart,CP1634280645,IN,CARD,IN,2026-06-16T03:33:37Z
TXN0000727,MT5000002458,DEBIT,357.07,USD,Grocery Mart,CP6485419723,US,UPI,US,2026-06-16T03:51:39Z
TXN0000645,MT5000002138,CREDIT,806.90,USD,Quereshi Pharma Distributors,CP2348993465,IN,NEFT,IN,2026-06-16T03:53:29Z
TXN0010660,MT5000035337,DEBIT,99403.75,INR,Castellan Agro Foods,CP6378639180,IN,CHEQUE,IN,2026-06-16T03:59:19Z
TXN0004944,MT5000016043,DEBIT,35914.97,INR,BookWorld,CP3624900821,IN,CARD,IN,2026-06-16T03:59:24Z
TXN0006175,MT5000020259,DEBIT,28887.75,INR,Insure Life Co,CP4241751556,IN,NEFT,IN,2026-06-16T04:00:32Z
TXN0009149,MT5000030025,DEBIT,132454.07,INR,Harikumar Auto Parts,CP6763483097,US,IMPS,US,2026-06-16T04:00:41Z
TXN0001096,MT5000003823,DEBIT,70302.08,INR,Sethuram Logistics,CP6702229845,IN,CHEQUE,IN,2026-06-16T04:02:37Z
TXN0005349,MT5000017385,DEBIT,43264.59,INR,Metro Rail Card,CP1964046033,IN,UPI,IN,2026-06-16T04:25:52Z
TXN0010182,MT5000033622,DEBIT,40332.23,INR,Apollo Pharmacy Store,CP7778272915,IN,CARD,IN,2026-06-16T04:37:28Z
TXN0001018,MT5000003543,DEBIT,22643.98,INR,City Power Board,CP1651921884,AE,NEFT,AE,2026-06-16T04:55:03Z
TXN0000364,MT5000001306,CREDIT,22194.57,INR,City Power Board,CP4266673090,IN,CARD,IN,2026-06-16T04:55:39Z
TXN0005287,MT5000017217,DEBIT,9993.99,INR,Cinema Plex,CP3719032171,IN,CARD,IN,2026-06-16T05:02:28Z
TXN0007813,MT5000025541,DEBIT,10139.74,INR,Apollo Pharmacy Store,CP7629549243,IN,ATM,IN,2026-06-16T05:10:25Z
TXN0011593,MT5000038396,CREDIT,146.37,USD,FuelPoint,CP7433155523,AE,UPI,AE,2026-06-16T05:15:05Z
TXN0001549,MT5000005399,CREDIT,15530.46,INR,Swiggle Foods,CP4198364980,IN,IMPS,IN,2026-06-16T05:15:07Z
TXN0002259,MT5000007266,DEBIT,125440.30,INR,Jadhavan Logistics,CP4799847242,IN,NEFT,IN,2026-06-16T05:23:37Z
TXN0005738,MT5000018747,CREDIT,328.67,USD,BookWorld,CP5659466031,IN,CARD,IN,2026-06-16T05:27:26Z
TXN0008596,MT5000028138,DEBIT,36775.66,INR,Apollo Pharmacy Store,CP7769005486,AE,UPI,AE,2026-06-16T05:32:06Z
TXN0004158,MT5000013334,DEBIT,29247.69,INR,Cloud Kitchen Co,CP7421421982,GB,NEFT,GB,2026-06-16T05:34:50Z
TXN0003189,MT5000010263,DEBIT,42091.58,INR,Zaveri Logistics,CP2107390619,IN,NEFT,IN,2026-06-16T05:37:04Z
TXN0004788,MT5000015446,DEBIT,4131.37,INR,PhoneNet Telecom,CP7320771839,IN,IMPS,IN,2026-06-16T05:37:26Z
TXN0009048,MT5000029714,CREDIT,95393.21,INR,Easwar Infotech,CP1030115992,GB,CHEQUE,GB,2026-06-16T05:47:50Z
TXN0010446,MT5000034871,DEBIT,23858.62,INR,FuelPoint,CP3464273761,IN,CARD,IN,2026-06-16T06:16:59Z
TXN0006692,MT5000021733,DEBIT,43841.40,INR,Hospital Billing,CP4114532748,IN,IMPS,IN,2026-06-16T06:17:05Z
TXN0004324,MT5000013948,DEBIT,17175.74,INR,RentPay Housing,CP4584144878,IN,NEFT,IN,2026-06-16T06:18:51Z
TXN0011811,MT5000039103,DEBIT,19118.64,INR,Hospital Billing,CP2726685968,SG,NEFT,SG,2026-06-16T06:26:10Z
TXN0007356,MT5000023954,CREDIT,44701.51,INR,Cloud Kitchen Co,CP8916154583,IN,UPI,IN,2026-06-16T06:33:10Z
TXN0000503,MT5000001878,CREDIT,36050.67,INR,RentPay Housing,CP1069344242,IN,IMPS,IN,2026-06-16T07:02:07Z
TXN0000293,MT5000001009,CREDIT,37911.71,INR,PhoneNet Telecom,CP5822166150,IN,NEFT,IN,2026-06-16T07:17:35Z
TXN0009936,MT5000032628,DEBIT,626.43,INR,BookWorld,CP8043463641,IN,IMPS,IN,2026-06-16T07:17:49Z
TXN0007675,MT5000025095,CREDIT,95924.52,INR,Pillaiyar Textiles,CP7666931986,IN,NEFT,IN,2026-06-16T07:37:55Z
TXN0004318,MT5000013883,DEBIT,24378.89,INR,Cinema Plex,CP9308052332,IN,CARD,IN,2026-06-16T07:49:07Z
TXN0005552,MT5000018098,DEBIT,6387.74,INR,Metro Rail Card,CP3648919551,IN,UPI,IN,2026-06-16T07:53:32Z
TXN0002535,MT5000008136,DEBIT,35902.78,INR,Grocery Mart,CP5140380028,IN,NEFT,IN,2026-06-16T07:55:15Z
TXN0010347,MT5000034266,DEBIT,30671.34,INR,PhoneNet Telecom,CP6202097523,IN,NEFT,IN,2026-06-16T07:57:10Z
TXN0010987,MT5000036267,DEBIT,20438.29,INR,PhoneNet Telecom,CP7828350490,IN,UPI,IN,2026-06-16T08:11:06Z
TXN0008179,MT5000026954,DEBIT,7176.90,INR,Cinema Plex,CP1825867488,IN,NEFT,IN,2026-06-16T08:11:51Z
TXN0000060,MT5000000150,CREDIT,148697.35,INR,Thakkar Traders,CP4686932034,IN,RTGS,IN,2026-06-16T08:16:54Z
TXN0003474,MT5000011178,DEBIT,14822.01,INR,Cloud Kitchen Co,CP4233233395,IN,CARD,IN,2026-06-16T08:23:26Z
TXN0001823,MT5000006206,CREDIT,157799.13,INR,Raghunath Hardware Mart,CP7844794127,IN,NEFT,IN,2026-06-16T08:35:09Z
TXN0009904,MT5000032542,DEBIT,24369.69,INR,Cinema Plex,CP3684570055,IN,IMPS,IN,2026-06-16T08:50:56Z
TXN0001970,MT5000006586,CREDIT,61544.50,INR,Pillaiyar Auto Parts,CP8359880081,IN,IMPS,IN,2026-06-16T08:54:39Z
TXN0000996,MT5000003504,DEBIT,75201.14,INR,Upadhyay Hardware Mart,CP8151796168,IN,RTGS,IN,2026-06-16T09:03:45Z
TXN0012333,MT5000040846,DEBIT,2955.99,INR,Water Board,CP8710275744,IN,CARD,IN,2026-06-16T09:05:54Z
TXN0009524,MT5000031266,DEBIT,137997.99,INR,Sethuram Jewellers,CP9279975962,IN,RTGS,IN,2026-06-16T09:16:11Z
TXN0003546,MT5000011287,DEBIT,7898.93,INR,Swiggle Foods,CP8043189974,IN,IMPS,IN,2026-06-16T09:41:33Z
TXN0001465,MT5000005178,DEBIT,34272.30,INR,Swiggle Foods,CP8505081222,IN,UPI,IN,2026-06-16T09:43:35Z
TXN0012155,MT5000040212,DEBIT,499.07,INR,Water Board,CP4263530881,IN,IMPS,IN,2026-06-16T09:47:59Z
TXN0005616,MT5000018453,CREDIT,42497.29,INR,Cloud Kitchen Co,CP3536398089,IN,NEFT,IN,2026-06-16T09:49:31Z
TXN0009397,MT5000030773,DEBIT,28714.96,INR,Insure Life Co,CP3788085392,IN,CARD,IN,2026-06-16T10:02:23Z
TXN0000336,MT5000001141,DEBIT,42670.23,INR,Cinema Plex,CP4628148396,IN,ATM,IN,2026-06-16T10:03:08Z
TXN0011030,MT5000036440,CREDIT,37081.26,INR,Water Board,CP2741227514,IN,CARD,IN,2026-06-16T10:08:09Z
TXN0002083,MT5000006927,DEBIT,39846.91,INR,Water Board,CP3940104078,GB,CARD,GB,2026-06-16T10:08:16Z
TXN0002638,MT5000008395,CREDIT,61349.93,INR,Fernhill Logistics,CP1500621398,IN,RTGS,IN,2026-06-16T10:17:37Z
TXN0001019,MT5000003543,DEBIT,39042.87,INR,FuelPoint,CP1229795618,IN,ATM,IN,2026-06-16T10:18:42Z
TXN0004973,MT5000016178,DEBIT,37620.65,INR,Grocery Mart,CP9569780448,IN,ATM,IN,2026-06-16T10:23:50Z
TXN0000896,MT5000003170,CREDIT,9639.49,INR,PhoneNet Telecom,CP5819728209,IN,IMPS,IN,2026-06-16T10:46:37Z
TXN0006091,MT5000020032,DEBIT,41289.03,INR,FuelPoint,CP8662596109,IN,CARD,IN,2026-06-16T10:48:18Z
TXN0005020,MT5000016254,DEBIT,16965.26,INR,Grocery Mart,CP8044430745,IN,UPI,IN,2026-06-16T10:51:58Z
TXN0007373,MT5000023966,DEBIT,4864.99,INR,Hospital Billing,CP1295400928,IN,UPI,IN,2026-06-16T11:03:01Z
TXN0000465,MT5000001667,CREDIT,59030.50,INR,Kulkarn Exports,CP3722604277,IN,CHEQUE,IN,2026-06-16T11:26:50Z
TXN0002919,MT5000009310,CREDIT,14094.35,INR,Apollo Pharmacy Store,CP3385415624,IN,ATM,IN,2026-06-16T11:34:37Z
TXN0002917,MT5000009310,DEBIT,18632.06,INR,BookWorld,CP7011876600,IN,ATM,IN,2026-06-16T12:01:11Z
TXN0002200,MT5000007222,DEBIT,131087.08,INR,Pillaiyar Pharma Distributors,CP6489994026,IN,IMPS,IN,2026-06-16T12:03:20Z
TXN0000690,MT5000002311,DEBIT,27980.82,INR,School Fees Trust,CP5430336233,GB,ATM,GB,2026-06-16T12:07:02Z
TXN0002972,MT5000009529,CREDIT,29309.12,INR,Insure Life Co,CP2636800874,IN,CARD,IN,2026-06-16T12:12:39Z
TXN0009156,MT5000030025,DEBIT,78209.89,INR,Zaveri Exports,CP6084223721,IN,CHEQUE,IN,2026-06-16T12:28:02Z
TXN0006576,MT5000021403,DEBIT,36801.01,INR,PhoneNet Telecom,CP2688665850,IN,UPI,IN,2026-06-16T12:31:13Z
TXN0004872,MT5000015744,DEBIT,14721.36,INR,BookWorld,CP8339955517,IN,CARD,IN,2026-06-16T12:57:46Z
TXN0010047,MT5000033094,DEBIT,19127.39,INR,City Power Board,CP6384955987,IN,IMPS,IN,2026-06-16T12:58:54Z
TXN0000161,MT5000000528,CREDIT,27427.40,INR,Insure Life Co,CP9033553706,IN,CARD,IN,2026-06-16T13:01:06Z
TXN0012175,MT5000040271,DEBIT,20849.57,INR,Cloud Kitchen Co,CP2846038182,IN,CARD,IN,2026-06-16T13:19:26Z
